service_id,age,years_of_service,deployment_days_last_90,avg_duty_hours_per_week,consecutive_duty_days,leave_days_taken_last_90,sleep_hours_avg,family_contact_days_last_30,disciplinary_flags_last_180,prior_incident_count,self_report_mood_score,journal_text,latent_stress_true,risk_label
SVC00087,26,8,25,51.7,11,4,7.67,4,0,1,5,"Routine day, nothing much to report.",0.644,Medium
SVC00087,26,8,31,59.3,26,2,5.34,8,0,1,5,"Struggling to cope, everything feels overwhelming lately.",0.697,High
SVC00087,26,8,85,48.0,25,6,5.97,16,0,1,4,"Been a normal week, keeping busy with regular tasks.",0.631,Medium
SVC00088,48,30,78,59.0,20,0,3.97,14,0,0,9,"Struggling to cope, everything feels overwhelming lately.",0.683,High
SVC00088,48,30,76,61.9,13,9,6.11,6,0,1,10,"Standard patrol schedule, no major issues.",0.531,Medium
SVC00088,48,30,46,41.3,17,4,5.81,5,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.458,Medium
SVC00088,48,30,83,42.2,5,4,7.22,13,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.521,Medium
SVC00088,48,30,3,40.8,10,12,4.65,0,0,1,6,The back-to-back duty shifts are wearing me down badly.,0.36,Low
SVC00088,48,30,53,50.0,27,0,3.75,13,0,0,2,"Extremely exhausted, haven't slept properly in days.",0.74,High
SVC00089,38,19,7,32.2,9,7,6.21,18,0,0,4,"Been a normal week, keeping busy with regular tasks.",0.205,Low
SVC00089,38,19,22,39.9,3,9,6.2,14,0,0,8,"Routine day, nothing much to report.",0.359,Low
SVC00089,38,19,54,51.8,0,14,5.69,10,0,0,3,"Feeling isolated, it's been weeks since I saw my family.",0.49,Medium
SVC00089,38,19,2,48.5,13,13,3.45,14,0,0,7,"Had a great time during the sports session, morale is high.",0.362,Low
SVC00089,38,19,61,66.9,13,11,6.74,15,0,0,9,"Routine day, nothing much to report.",0.426,Medium
SVC00089,38,19,58,49.4,0,5,7.9,18,0,0,9,"Feeling steady. Caught up with family on call, that helped a lot.",0.456,Medium
SVC00090,34,16,40,58.1,10,4,7.6,9,0,0,2,"Been a normal week, keeping busy with regular tasks.",0.508,Medium
SVC00090,34,16,40,50.4,1,0,5.14,1,0,1,3,"Standard patrol schedule, no major issues.",0.551,Medium
SVC00090,34,16,57,61.5,12,1,6.96,12,0,0,6,"Nothing unusual, just getting through the schedule.",0.61,Medium
SVC00090,34,16,41,48.1,1,7,5.54,10,0,0,2,"Routine day, nothing much to report.",0.488,Medium
SVC00090,34,16,73,52.1,18,13,4.42,7,0,0,5,"Standard patrol schedule, no major issues.",0.629,Medium
SVC00090,34,16,14,49.8,25,5,5.57,14,1,0,4,"Nothing unusual, just getting through the schedule.",0.527,Medium
SVC00091,49,27,89,68.3,23,13,5.06,14,0,1,10,"Nothing unusual, just getting through the schedule.",0.6,Medium
SVC00091,49,27,71,54.1,3,9,5.29,11,0,0,7,"Standard patrol schedule, no major issues.",0.603,Medium
SVC00091,49,27,85,46.8,23,4,8.88,19,0,0,8,"Standard patrol schedule, no major issues.",0.415,Medium
SVC00091,49,27,48,51.0,10,5,9.5,12,0,0,4,"Standard patrol schedule, no major issues.",0.466,Medium
SVC00091,49,27,63,53.3,10,8,6.63,0,0,0,5,"Feeling steady. Caught up with family on call, that helped a lot.",0.574,Medium
SVC00091,49,27,3,49.4,16,2,5.58,5,0,0,10,"Usual duty hours, a bit tired but okay overall.",0.437,Medium
SVC00092,28,10,14,56.6,10,10,5.49,5,0,0,9,The back-to-back duty shifts are wearing me down badly.,0.372,Low
SVC00092,28,10,77,63.1,9,10,7.96,14,0,0,5,"Nothing unusual, just getting through the schedule.",0.521,Medium
SVC00092,28,10,57,48.3,20,4,4.14,18,0,0,3,"Nothing unusual, just getting through the schedule.",0.598,Medium
SVC00092,28,10,77,43.2,4,7,7.3,17,0,0,1,"Nothing unusual, just getting through the schedule.",0.548,Medium
SVC00092,28,10,44,49.2,30,8,6.62,11,0,0,8,"Feeling isolated, it's been weeks since I saw my family.",0.657,High
SVC00092,28,10,19,36.9,27,11,4.59,5,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.618,Medium
SVC00093,52,7,51,33.9,0,6,7.16,12,0,0,5,"Solid week, workload was manageable and the team is in good spirits.",0.318,Low
SVC00093,52,7,62,30.0,19,5,5.59,2,0,0,6,"Standard patrol schedule, no major issues.",0.575,Medium
SVC00093,52,7,74,55.6,3,11,4.97,11,0,0,2,"Routine day, nothing much to report.",0.575,Medium
SVC00093,52,7,4,53.2,10,14,5.24,9,0,1,10,"Extremely exhausted, haven't slept properly in days.",0.285,Low
SVC00093,52,7,54,70.1,0,6,6.38,6,0,0,5,"Routine day, nothing much to report.",0.481,Medium
SVC00093,52,7,85,49.9,2,1,7.59,3,0,1,9,"Been a normal week, keeping busy with regular tasks.",0.539,Medium
SVC00094,38,20,40,71.5,15,11,5.14,19,0,0,10,"Routine day, nothing much to report.",0.469,Medium
SVC00094,38,20,5,65.2,19,1,7.23,15,0,0,8,"Nothing unusual, just getting through the schedule.",0.484,Medium
SVC00094,38,20,47,30.0,11,9,5.33,12,0,0,10,"Good day today, training went well and I got some rest.",0.316,Low
SVC00094,38,20,41,63.9,20,14,5.94,1,0,0,1,Really frustrated and anxious about the extended deployment.,0.64,Medium
SVC00094,38,20,74,53.7,4,9,5.78,14,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.513,Medium
SVC00094,38,20,83,61.0,29,3,6.11,0,0,0,7,"Solid week, workload was manageable and the team is in good spirits.",0.747,High
SVC00095,32,1,15,63.9,4,8,5.33,13,0,0,6,"Routine day, nothing much to report.",0.5,Medium
SVC00095,32,1,43,48.8,5,9,4.35,11,0,0,5,Really frustrated and anxious about the extended deployment.,0.479,Medium
SVC00095,32,1,27,66.1,22,5,7.74,16,0,0,6,"Usual duty hours, a bit tired but okay overall.",0.547,Medium
SVC00095,32,1,55,33.0,23,0,4.79,13,0,0,6,"Routine day, nothing much to report.",0.538,Medium
SVC00095,32,1,88,32.3,23,10,7.45,17,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.466,Medium
SVC00095,32,1,79,60.6,17,4,5.31,5,1,0,2,"Feeling isolated, it's been weeks since I saw my family.",0.775,High
SVC00096,41,21,66,51.1,6,0,6.83,2,0,0,9,"Solid week, workload was manageable and the team is in good spirits.",0.503,Medium
SVC00096,41,21,61,32.8,22,11,7.88,10,0,0,4,"Solid week, workload was manageable and the team is in good spirits.",0.586,Medium
SVC00096,41,21,6,30.0,9,14,7.01,12,0,0,6,"Routine day, nothing much to report.",0.182,Low
SVC00096,41,21,61,57.8,28,2,8.12,11,0,0,3,Really frustrated and anxious about the extended deployment.,0.653,High
SVC00096,41,21,39,55.2,17,7,5.05,11,0,0,5,"Been a normal week, keeping busy with regular tasks.",0.587,Medium
SVC00096,41,21,39,69.0,19,2,7.23,8,0,0,7,"Standard patrol schedule, no major issues.",0.553,Medium
SVC00097,25,7,79,61.4,18,9,5.42,15,0,0,8,"Routine day, nothing much to report.",0.521,Medium
SVC00097,25,7,78,43.1,3,7,4.97,5,0,0,2,"Usual duty hours, a bit tired but okay overall.",0.566,Medium
SVC00097,25,7,4,33.5,11,12,5.67,1,0,0,2,"Standard patrol schedule, no major issues.",0.458,Medium
SVC00097,25,7,33,59.7,8,10,7.3,18,0,0,8,"Standard patrol schedule, no major issues.",0.362,Low
SVC00097,25,7,11,43.4,4,14,6.14,13,1,0,10,"Slept well last night, feeling fresh for duty.",0.095,Low
SVC00097,25,7,57,53.6,17,9,6.98,18,0,0,4,"Usual duty hours, a bit tired but okay overall.",0.601,Medium
SVC00098,50,6,77,50.1,13,11,5.38,1,0,0,3,The back-to-back duty shifts are wearing me down badly.,0.668,High
SVC00098,50,6,49,71.5,26,2,6.78,2,0,0,4,Really frustrated and anxious about the extended deployment.,0.857,High
SVC00098,50,6,87,54.4,23,1,5.75,8,0,0,7,"Been a normal week, keeping busy with regular tasks.",0.698,High
SVC00098,50,6,29,41.9,30,9,6.7,2,0,1,10,"Routine day, nothing much to report.",0.532,Medium
SVC00098,50,6,28,49.8,2,14,6.29,16,0,0,5,"Nothing unusual, just getting through the schedule.",0.37,Low
SVC00098,50,6,54,43.4,27,11,5.77,17,1,0,1,"Nothing unusual, just getting through the schedule.",0.623,Medium
SVC00099,21,3,27,57.6,27,7,5.3,1,3,0,3,"Struggling to cope, everything feels overwhelming lately.",0.768,High
SVC00099,21,3,29,54.3,18,11,4.01,9,0,0,3,"Had a great time during the sports session, morale is high.",0.338,Low
SVC00099,21,3,85,30.0,11,9,2.6,7,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.538,Medium
SVC00099,21,3,33,59.0,1,10,3.78,10,0,2,2,"Nothing unusual, just getting through the schedule.",0.482,Medium
SVC00099,21,3,73,56.7,27,11,7.21,16,0,0,4,"Routine day, nothing much to report.",0.526,Medium
SVC00099,21,3,9,54.0,19,9,6.52,18,0,0,8,"Been a normal week, keeping busy with regular tasks.",0.421,Medium
SVC00100,41,16,79,45.3,21,5,6.24,1,0,0,7,"Been a normal week, keeping busy with regular tasks.",0.553,Medium
SVC00100,41,16,54,62.2,24,6,8.66,4,0,0,4,"Nothing unusual, just getting through the schedule.",0.575,Medium
SVC00100,41,16,41,59.2,11,7,8.55,13,0,0,4,"Been a normal week, keeping busy with regular tasks.",0.549,Medium
SVC00100,41,16,30,47.2,20,3,3.8,1,0,0,1,"Extremely exhausted, haven't slept properly in days.",0.713,High
SVC00100,41,16,55,64.2,8,2,6.42,9,1,0,10,"Extremely exhausted, haven't slept properly in days.",0.699,High
SVC00100,41,16,2,51.9,13,0,7.55,16,0,0,6,"Standard patrol schedule, no major issues.",0.448,Medium
SVC00101,21,3,58,45.5,17,4,4.46,9,0,0,8,"Standard patrol schedule, no major issues.",0.573,Medium
SVC00101,21,3,10,57.4,2,2,3.88,10,0,0,7,"Usual duty hours, a bit tired but okay overall.",0.503,Medium
SVC00101,21,3,20,62.4,22,14,4.25,7,0,0,1,"Extremely exhausted, haven't slept properly in days.",0.676,High
SVC00101,21,3,87,41.5,9,7,5.1,10,0,0,1,Really frustrated and anxious about the extended deployment.,0.765,High
SVC00101,21,3,5,75.1,16,0,6.37,15,0,0,8,"Standard patrol schedule, no major issues.",0.563,Medium
SVC00101,21,3,26,51.3,22,14,9.5,11,0,0,6,"Nothing unusual, just getting through the schedule.",0.525,Medium
SVC00102,47,25,79,45.8,21,0,8.5,16,0,0,4,"Nothing unusual, just getting through the schedule.",0.677,High
SVC00102,47,25,22,65.5,1,9,6.71,4,0,0,3,"Standard patrol schedule, no major issues.",0.438,Medium
SVC00102,47,25,57,35.3,20,3,7.65,13,0,0,9,"Routine day, nothing much to report.",0.436,Medium
SVC00102,47,25,48,74.7,20,11,6.94,13,0,0,9,"Routine day, nothing much to report.",0.554,Medium
SVC00102,47,25,72,56.1,16,6,4.47,13,0,0,10,"Standard patrol schedule, no major issues.",0.568,Medium
SVC00102,47,25,20,47.3,7,2,4.76,5,0,0,4,"Good day today, training went well and I got some rest.",0.499,Medium
SVC00103,53,22,20,34.9,25,2,5.84,18,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.542,Medium
SVC00103,53,22,33,58.8,12,5,7.51,19,0,0,5,The back-to-back duty shifts are wearing me down badly.,0.437,Medium
SVC00103,53,22,8,65.6,11,14,7.76,16,0,0,1,"Routine day, nothing much to report.",0.448,Medium
SVC00103,53,22,46,32.2,1,9,7.92,13,0,0,4,"Been a normal week, keeping busy with regular tasks.",0.494,Medium
SVC00103,53,22,15,36.6,19,10,5.55,1,0,0,8,"Struggling to cope, everything feels overwhelming lately.",0.531,Medium
SVC00103,53,22,12,51.3,3,12,8.22,15,0,1,2,"Usual duty hours, a bit tired but okay overall.",0.421,Medium
SVC00104,24,6,1,52.3,14,13,6.95,14,0,0,3,"Nothing unusual, just getting through the schedule.",0.451,Medium
SVC00104,24,6,90,45.4,14,5,6.38,11,0,0,1,"Routine day, nothing much to report.",0.625,Medium
SVC00104,24,6,77,71.5,8,0,6.95,18,0,0,2,"Nothing unusual, just getting through the schedule.",0.692,High
SVC00104,24,6,36,48.5,28,6,8.42,19,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.436,Medium
SVC00104,24,6,83,59.1,13,0,6.89,2,0,0,9,"Routine day, nothing much to report.",0.566,Medium
SVC00104,24,6,77,61.2,5,0,6.99,13,0,0,1,"Nothing unusual, just getting through the schedule.",0.502,Medium
SVC00105,32,2,66,64.6,1,9,3.24,3,0,0,10,"Usual duty hours, a bit tired but okay overall.",0.521,Medium
SVC00105,32,2,12,41.1,23,2,4.32,5,0,2,9,"Been a normal week, keeping busy with regular tasks.",0.612,Medium
SVC00105,32,2,7,51.0,14,3,8.18,11,0,0,5,"Routine day, nothing much to report.",0.426,Medium
SVC00105,32,2,20,45.2,1,1,4.38,13,0,0,6,"Usual duty hours, a bit tired but okay overall.",0.386,Low
SVC00105,32,2,3,58.8,3,4,5.57,12,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.404,Medium
SVC00105,32,2,79,40.4,5,10,6.49,3,0,0,3,"Been a normal week, keeping busy with regular tasks.",0.513,Medium
SVC00106,45,11,74,58.5,22,4,4.35,14,0,0,3,"Extremely exhausted, haven't slept properly in days.",0.785,High
SVC00106,45,11,24,41.6,0,2,7.53,13,0,0,3,"Nothing unusual, just getting through the schedule.",0.411,Medium
SVC00106,45,11,66,36.4,14,0,4.46,13,0,0,8,"Standard patrol schedule, no major issues.",0.598,Medium
SVC00106,45,11,64,71.4,30,5,6.71,0,0,0,1,"Extremely exhausted, haven't slept properly in days.",0.917,High
SVC00106,45,11,66,77.6,4,3,4.45,15,0,0,7,"Struggling to cope, everything feels overwhelming lately.",0.674,High
SVC00106,45,11,4,50.1,14,11,5.68,19,1,0,5,"Usual duty hours, a bit tired but okay overall.",0.472,Medium
SVC00107,25,7,61,65.2,28,0,5.07,10,0,0,1,"Feeling isolated, it's been weeks since I saw my family.",0.85,High
SVC00107,25,7,14,59.7,10,10,4.7,10,0,0,5,"Standard patrol schedule, no major issues.",0.528,Medium
SVC00107,25,7,46,30.0,26,7,5.04,4,0,1,5,"Standard patrol schedule, no major issues.",0.594,Medium
SVC00107,25,7,32,35.5,19,6,7.12,1,0,0,9,"Routine day, nothing much to report.",0.375,Low
SVC00107,25,7,72,57.6,15,1,7.49,12,0,0,10,"Standard patrol schedule, no major issues.",0.514,Medium
SVC00107,25,7,39,72.9,9,13,6.43,19,0,0,7,"Routine day, nothing much to report.",0.4,Low
SVC00108,43,2,65,69.4,14,2,4.73,1,0,0,9,"Standard patrol schedule, no major issues.",0.745,High
SVC00108,43,2,74,48.6,0,5,7.22,14,0,0,5,"Routine day, nothing much to report.",0.451,Medium
SVC00108,43,2,68,62.7,12,14,7.16,16,0,1,4,Really frustrated and anxious about the extended deployment.,0.62,Medium
SVC00108,43,2,82,75.5,19,1,7.44,6,0,0,9,"Nothing unusual, just getting through the schedule.",0.585,Medium
SVC00108,43,2,45,48.4,18,2,5.16,16,0,0,1,"Nothing unusual, just getting through the schedule.",0.763,High
SVC00108,43,2,14,39.6,1,14,6.57,2,0,0,7,"Been a normal week, keeping busy with regular tasks.",0.413,Medium
SVC00109,41,23,21,77.0,8,1,3.8,7,0,0,2,The back-to-back duty shifts are wearing me down badly.,0.692,High
SVC00109,41,23,39,42.8,8,7,2.81,16,0,0,8,"Solid week, workload was manageable and the team is in good spirits.",0.302,Low
SVC00109,41,23,64,34.6,30,13,6.29,6,0,0,5,"Standard patrol schedule, no major issues.",0.627,Medium
SVC00109,41,23,45,58.4,28,11,5.61,2,0,0,8,"Nothing unusual, just getting through the schedule.",0.575,Medium
SVC00109,41,23,42,42.0,4,9,5.95,8,1,0,2,"Routine day, nothing much to report.",0.539,Medium
SVC00109,41,23,63,50.5,8,0,7.78,6,0,0,8,"Feeling steady. Caught up with family on call, that helped a lot.",0.489,Medium
SVC00110,48,15,12,48.2,27,6,7.19,15,1,0,10,"Nothing unusual, just getting through the schedule.",0.43,Medium
SVC00110,48,15,50,62.4,19,2,8.55,2,0,0,5,"Had a great time during the sports session, morale is high.",0.583,Medium
SVC00110,48,15,14,65.6,3,0,5.57,3,0,1,2,"Standard patrol schedule, no major issues.",0.578,Medium
SVC00110,48,15,1,48.8,16,6,7.51,10,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.374,Low
SVC00110,48,15,10,45.2,10,10,5.78,13,0,0,3,"Routine day, nothing much to report.",0.461,Medium
SVC00110,48,15,84,49.6,4,8,3.56,8,1,0,2,"Usual duty hours, a bit tired but okay overall.",0.685,High
SVC00111,40,22,45,82.9,24,12,4.7,0,0,0,2,"Routine day, nothing much to report.",0.768,High
SVC00111,40,22,26,45.4,28,7,6.33,5,0,0,7,"Routine day, nothing much to report.",0.511,Medium
SVC00111,40,22,64,45.3,4,11,5.27,14,0,0,3,The back-to-back duty shifts are wearing me down badly.,0.62,Medium
SVC00111,40,22,5,34.6,18,10,7.79,11,0,0,3,"Standard patrol schedule, no major issues.",0.537,Medium
SVC00111,40,22,63,45.6,23,14,7.47,17,2,0,5,"Extremely exhausted, haven't slept properly in days.",0.708,High
SVC00111,40,22,59,64.2,20,8,8.07,3,0,0,3,"Standard patrol schedule, no major issues.",0.598,Medium
SVC00112,43,25,24,52.4,17,13,5.1,15,1,0,9,"Standard patrol schedule, no major issues.",0.438,Medium
SVC00112,43,25,70,52.1,5,3,5.14,2,0,0,8,"Feeling steady. Caught up with family on call, that helped a lot.",0.531,Medium
SVC00112,43,25,40,65.8,28,3,7.6,2,0,0,10,"Usual duty hours, a bit tired but okay overall.",0.631,Medium
SVC00112,43,25,24,72.5,9,10,4.98,10,0,0,5,"Nothing unusual, just getting through the schedule.",0.503,Medium
SVC00112,43,25,67,53.7,5,3,7.09,14,0,0,6,"Routine day, nothing much to report.",0.429,Medium
SVC00112,43,25,65,58.1,9,12,8.13,1,0,0,9,"Extremely exhausted, haven't slept properly in days.",0.462,Medium
SVC00113,40,22,11,66.0,14,1,4.86,2,0,0,8,"Standard patrol schedule, no major issues.",0.57,Medium
SVC00113,40,22,68,62.0,27,0,5.88,10,0,0,3,"Been a normal week, keeping busy with regular tasks.",0.815,High
SVC00113,40,22,37,48.2,30,5,4.88,16,0,0,4,"Standard patrol schedule, no major issues.",0.608,Medium
SVC00113,40,22,2,30.0,29,4,6.14,10,0,0,4,"Nothing unusual, just getting through the schedule.",0.571,Medium
SVC00113,40,22,36,54.4,2,8,8.2,0,0,0,9,"Extremely exhausted, haven't slept properly in days.",0.447,Medium
SVC00113,40,22,20,59.3,9,0,7.81,8,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.627,Medium
SVC00114,34,6,77,55.8,18,12,6.63,4,0,0,1,"Standard patrol schedule, no major issues.",0.677,High
SVC00114,34,6,53,67.5,11,10,5.84,12,1,0,1,"Nothing unusual, just getting through the schedule.",0.63,Medium
SVC00114,34,6,63,60.5,1,5,6.41,14,0,0,9,"Routine day, nothing much to report.",0.42,Medium
SVC00114,34,6,6,49.0,29,13,5.34,14,1,0,7,"Routine day, nothing much to report.",0.477,Medium
SVC00114,34,6,54,42.8,16,11,5.65,8,1,0,4,"Been a normal week, keeping busy with regular tasks.",0.531,Medium
SVC00114,34,6,73,78.8,2,2,8.08,0,0,0,4,"Routine day, nothing much to report.",0.712,High
SVC00115,24,6,39,44.2,3,6,6.74,2,0,0,9,"Routine day, nothing much to report.",0.352,Low
SVC00115,24,6,85,54.6,10,8,7.18,11,0,0,5,"Routine day, nothing much to report.",0.644,Medium
SVC00115,24,6,25,67.3,14,1,5.82,11,0,0,6,"Usual duty hours, a bit tired but okay overall.",0.519,Medium
SVC00115,24,6,41,38.3,13,2,5.79,11,0,0,7,"Routine day, nothing much to report.",0.559,Medium
SVC00115,24,6,57,51.6,11,12,2.52,8,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.514,Medium
SVC00115,24,6,38,52.8,10,6,5.89,6,0,0,1,"Standard patrol schedule, no major issues.",0.507,Medium
SVC00116,46,27,42,39.9,3,2,4.58,0,0,0,3,"Standard patrol schedule, no major issues.",0.496,Medium
SVC00116,46,27,69,59.0,0,5,4.12,1,0,0,2,"Struggling to cope, everything feels overwhelming lately.",0.669,High
SVC00116,46,27,2,47.6,24,7,6.57,8,0,0,3,The back-to-back duty shifts are wearing me down badly.,0.665,High
SVC00116,46,27,24,44.7,18,14,5.89,13,0,0,4,"Standard patrol schedule, no major issues.",0.525,Medium
SVC00116,46,27,3,54.7,10,13,4.45,9,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.358,Low
SVC00116,46,27,45,51.3,22,1,8.39,7,0,0,1,"Standard patrol schedule, no major issues.",0.747,High
SVC00117,44,24,31,80.9,11,1,5.28,14,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.607,Medium
SVC00117,44,24,86,47.7,4,4,4.46,13,0,0,3,"Struggling to cope, everything feels overwhelming lately.",0.613,Medium
SVC00117,44,24,38,58.6,23,2,5.46,1,0,0,4,"Standard patrol schedule, no major issues.",0.684,High
SVC00117,44,24,17,32.1,0,14,5.58,19,0,0,10,"Been a normal week, keeping busy with regular tasks.",0.263,Low
SVC00117,44,24,1,64.9,22,9,8.76,15,0,0,5,"Nothing unusual, just getting through the schedule.",0.46,Medium
SVC00117,44,24,14,61.7,7,9,5.02,17,0,1,9,"Been a normal week, keeping busy with regular tasks.",0.521,Medium
SVC00118,22,4,20,58.6,12,14,6.95,16,0,0,4,"Been a normal week, keeping busy with regular tasks.",0.407,Medium
SVC00118,22,4,21,39.0,18,3,8.57,6,1,0,3,"Usual duty hours, a bit tired but okay overall.",0.491,Medium
SVC00118,22,4,47,46.4,14,9,7.43,10,0,0,7,"Standard patrol schedule, no major issues.",0.543,Medium
SVC00118,22,4,45,46.1,27,4,7.24,19,0,0,2,Really frustrated and anxious about the extended deployment.,0.606,Medium
SVC00118,22,4,66,46.7,29,10,3.71,5,0,0,5,"Feeling isolated, it's been weeks since I saw my family.",0.651,High
SVC00118,22,4,20,30.0,4,12,5.92,18,0,1,8,"Solid week, workload was manageable and the team is in good spirits.",0.202,Low
SVC00119,22,4,24,64.1,23,12,4.89,19,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.638,Medium
SVC00119,22,4,73,58.3,27,0,5.8,13,0,0,2,"Struggling to cope, everything feels overwhelming lately.",0.833,High
SVC00119,22,4,50,59.2,10,5,6.84,5,0,1,5,"Been a normal week, keeping busy with regular tasks.",0.641,Medium
SVC00119,22,4,62,68.6,19,0,5.38,18,0,0,3,"Been a normal week, keeping busy with regular tasks.",0.641,Medium
SVC00119,22,4,26,52.4,18,11,4.68,15,0,0,9,"Feeling isolated, it's been weeks since I saw my family.",0.386,Low
SVC00119,22,4,10,51.6,13,10,8.2,5,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.449,Medium
SVC00120,26,8,52,56.3,28,8,6.28,10,0,0,6,"Nothing unusual, just getting through the schedule.",0.53,Medium
SVC00120,26,8,86,64.6,25,0,7.0,17,0,0,2,"Usual duty hours, a bit tired but okay overall.",0.714,High
SVC00120,26,8,35,46.5,23,14,4.8,12,0,0,6,"Routine day, nothing much to report.",0.495,Medium
SVC00120,26,8,69,50.5,28,11,9.25,15,0,0,9,"Nothing unusual, just getting through the schedule.",0.375,Low
SVC00120,26,8,8,35.5,27,2,6.47,10,0,0,2,"Routine day, nothing much to report.",0.563,Medium
SVC00120,26,8,48,68.6,2,8,8.51,0,0,1,6,"Routine day, nothing much to report.",0.544,Medium
SVC00121,37,19,73,66.8,10,8,5.81,2,0,0,7,"Been a normal week, keeping busy with regular tasks.",0.621,Medium
SVC00121,37,19,54,71.8,7,6,6.82,2,0,0,9,"Extremely exhausted, haven't slept properly in days.",0.586,Medium
SVC00121,37,19,60,45.0,12,1,7.05,1,1,0,10,"Nothing unusual, just getting through the schedule.",0.547,Medium
SVC00121,37,19,89,61.1,16,5,5.57,0,0,0,2,"Usual duty hours, a bit tired but okay overall.",0.787,High
SVC00121,37,19,37,49.3,26,0,6.04,2,0,0,1,"Standard patrol schedule, no major issues.",0.704,High
SVC00121,37,19,1,50.9,21,11,6.32,4,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.407,Medium
SVC00122,29,11,23,61.1,26,13,6.25,4,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.612,Medium
SVC00122,29,11,35,32.4,14,8,5.89,16,0,0,7,"Standard patrol schedule, no major issues.",0.482,Medium
SVC00122,29,11,71,64.5,0,12,4.93,5,0,0,4,"Routine day, nothing much to report.",0.587,Medium
SVC00122,29,11,14,53.4,10,13,8.07,19,0,0,8,"Had a great time during the sports session, morale is high.",0.306,Low
SVC00122,29,11,40,30.0,21,4,6.67,13,0,1,3,"Usual duty hours, a bit tired but okay overall.",0.616,Medium
SVC00122,29,11,72,74.2,14,6,7.12,6,0,0,10,"Standard patrol schedule, no major issues.",0.654,High
SVC00123,39,5,24,49.4,22,9,8.1,8,0,0,8,"Nothing unusual, just getting through the schedule.",0.59,Medium
SVC00123,39,5,31,69.1,23,4,5.82,12,0,1,10,Really frustrated and anxious about the extended deployment.,0.677,High
SVC00123,39,5,86,45.3,3,2,4.61,7,0,0,5,"Usual duty hours, a bit tired but okay overall.",0.603,Medium
SVC00123,39,5,65,45.7,15,8,5.84,3,0,0,6,"Routine day, nothing much to report.",0.532,Medium
SVC00123,39,5,0,57.6,27,14,5.04,11,0,0,4,"Usual duty hours, a bit tired but okay overall.",0.573,Medium
SVC00123,39,5,6,48.0,30,3,4.31,6,0,0,2,"Routine day, nothing much to report.",0.673,High
SVC00124,37,13,72,53.1,12,13,7.78,15,0,0,7,"Struggling to cope, everything feels overwhelming lately.",0.478,Medium
SVC00124,37,13,90,48.9,12,0,5.97,0,0,0,10,"Been a normal week, keeping busy with regular tasks.",0.607,Medium
SVC00124,37,13,49,42.2,25,13,4.52,13,0,0,3,"Feeling isolated, it's been weeks since I saw my family.",0.725,High
SVC00124,37,13,72,58.9,4,10,6.56,2,0,0,8,"Nothing unusual, just getting through the schedule.",0.564,Medium
SVC00124,37,13,69,30.3,6,11,5.45,12,0,0,9,"Standard patrol schedule, no major issues.",0.338,Low
SVC00124,37,13,9,70.9,8,10,7.42,16,2,0,10,"Been a normal week, keeping busy with regular tasks.",0.398,Low
SVC00125,30,12,60,48.0,16,4,6.64,8,0,0,8,"Nothing unusual, just getting through the schedule.",0.593,Medium
SVC00125,30,12,19,43.7,0,2,7.29,1,0,1,3,"Nothing unusual, just getting through the schedule.",0.429,Medium
SVC00125,30,12,81,36.3,7,3,5.98,15,0,0,5,"Been a normal week, keeping busy with regular tasks.",0.532,Medium
SVC00125,30,12,65,50.4,4,2,6.65,18,0,0,4,"Standard patrol schedule, no major issues.",0.56,Medium
SVC00125,30,12,18,34.1,8,11,6.45,2,1,0,7,"Nothing unusual, just getting through the schedule.",0.392,Low
SVC00125,30,12,68,51.3,20,13,5.69,9,0,0,9,"Been a normal week, keeping busy with regular tasks.",0.529,Medium
SVC00126,28,10,11,82.1,12,4,5.47,6,1,0,7,"Usual duty hours, a bit tired but okay overall.",0.546,Medium
SVC00126,28,10,44,46.7,12,12,6.94,14,1,0,7,"Standard patrol schedule, no major issues.",0.478,Medium
SVC00126,28,10,32,62.2,17,5,6.53,3,0,0,7,"Standard patrol schedule, no major issues.",0.582,Medium
SVC00126,28,10,25,52.3,7,0,7.06,14,0,0,6,"Routine day, nothing much to report.",0.429,Medium
SVC00126,28,10,3,46.1,17,14,8.0,2,0,0,5,"Usual duty hours, a bit tired but okay overall.",0.416,Medium
SVC00126,28,10,59,46.7,22,11,6.47,7,0,0,9,"Standard patrol schedule, no major issues.",0.445,Medium
